step,horizon,loss,diff_rollout_loss_scaled,critic_loss_raw,critic_loss_weight,critic_loss_scaled,critic_output_mean,critic_target_mean,critic_error_mean,critic_error_norm,grad_norm,success_rate_batch,action_saturation_rate,final_position_norm_mean,final_velocity_norm_mean,final_attitude_error_mean,final_angular_velocity_norm_mean,loss_position_mean,loss_velocity_mean,loss_attitude_mean,loss_angular_velocity_mean,loss_linear_acceleration_mean,loss_angular_acceleration_mean,loss_action_magnitude_mean,loss_action_smoothness_mean,loss_saturation_mean,loss_terminal_mean,loss_terminal_position_mean,loss_terminal_velocity_mean,loss_terminal_attitude_mean,loss_terminal_angular_velocity_mean,ratio_position,ratio_velocity,ratio_attitude,ratio_angular_velocity,ratio_linear_acceleration,ratio_angular_acceleration,ratio_action_magnitude,ratio_action_smoothness,ratio_saturation,ratio_terminal,finite
1098,16,0.0330972,0.000120777,0.329764,0.1,0.0329764,0.00830495,8.9017e-11,0.00830495,294.016,0.0253324,0.855225,0,0.0278818,0.0622771,0.0397682,0.028479,0.00646677,0.0162573,0.0177257,0.000491401,0.000428738,6.67001e-06,0.000296641,0.00062983,0,0.199252,0.00818191,0.16099,0.0268688,0.00321145,0.0267714,0.0673026,0.0733815,0.00203432,0.00177491,2.76128e-05,0.00122805,0.0026074,0,0.824872,true
1099,16,0.0331021,0.000120434,0.329817,0.1,0.0329817,0.0106789,9.26906e-11,0.0106789,294.04,0.00788319,0.856079,0,0.0278784,0.0621851,0.0397676,0.0284824,0.00646638,0.0162019,0.0177256,0.000490493,0.000428539,6.64196e-06,0.000297401,0.000627788,0,0.198622,0.00817967,0.160364,0.0268678,0.00321097,0.0268462,0.0672648,0.0735907,0.00203636,0.00177915,2.75752e-05,0.00123471,0.00260637,0,0.824614,true
1100,16,0.0331048,0.000120386,0.329844,0.1,0.0329844,0.0108447,5.14067e-11,0.0108447,294.052,0.0096948,0.855957,0,0.0278773,0.0621727,0.0397674,0.0284746,0.00646622,0.0161857,0.0177256,0.00048975,0.000427494,6.59925e-06,0.000296914,0.00062539,0,0.198549,0.00817893,0.160293,0.0268677,0.00320902,0.0268562,0.0672239,0.0736197,0.00203408,0.00177551,2.74086e-05,0.00123317,0.00259743,0,0.824635,true
1101,16,0.0331046,0.00012069,0.329839,0.1,0.0329839,0.00837911,-4.30773e-11,0.00837911,294.05,0.0241417,0.85498,0,0.0278787,0.0622542,0.0397682,0.0284535,0.00646631,0.0162156,0.0177257,0.000489183,0.00042546,6.53936e-06,0.000294958,0.000622582,0,0.199133,0.00817996,0.160879,0.0268687,0.00320539,0.026789,0.067179,0.0734352,0.00202661,0.00176262,2.70916e-05,0.00122197,0.00257927,0,0.824979,true
1102,16,0.0331128,0.000120088,0.329927,0.1,0.0329927,0.0127339,6.57639e-11,0.0127339,294.089,0.0326373,0.856934,0,0.0278735,0.062094,0.0397667,0.0284677,0.00646573,0.0161261,0.0177255,0.000488201,0.000426003,6.52798e-06,0.000296816,0.000620852,0,0.19802,0.00817647,0.15977,0.026867,0.0032064,0.0269208,0.0671431,0.0738023,0.00203268,0.00177371,2.718e-05,0.00123583,0.00258499,0,0.824479,true
1103,16,0.0331089,0.000120801,0.329881,0.1,0.0329881,0.00716259,1.35839e-11,0.00716259,294.068,0.0403514,0.854736,0,0.027878,0.0622851,0.0397685,0.0284306,0.00646612,0.01621,0.0177258,0.000487835,0.00042283,6.4482e-06,0.000293145,0.000617573,0,0.199372,0.00817954,0.161123,0.0268693,0.00320059,0.0267635,0.0670938,0.0733677,0.00201917,0.00175011,2.66894e-05,0.00121334,0.00255616,0,0.825208,true
1104,16,0.0331192,0.000119946,0.329992,0.1,0.0329992,0.0134396,-5.21483e-12,0.0134396,294.118,0.0414748,0.856689,0,0.0278708,0.062057,0.0397666,0.0284531,0.00646538,0.0160875,0.0177255,0.000486766,0.000424065,6.44847e-06,0.000296057,0.000616153,0,0.197784,0.00817478,0.15954,0.0268669,0.00320263,0.0269511,0.0670613,0.0738894,0.0020291,0.00176773,2.68807e-05,0.00123412,0.00256845,0,0.82447,true
1105,16,0.0331139,0.00012076,0.329931,0.1,0.0329931,0.00706887,5.0077e-11,0.00706887,294.091,0.0417045,0.854736,0,0.0278761,0.0622749,0.0397685,0.0284117,0.00646584,0.0161847,0.0177259,0.00048645,0.000420632,6.36436e-06,0.000291968,0.000612772,0,0.199326,0.00817836,0.161082,0.0268695,0.00319618,0.0267714,0.0670116,0.0733929,0.00201412,0.0017416,2.63512e-05,0.00120887,0.00253715,0,0.825297,true
1106,16,0.0331234,0.000119953,0.330034,0.1,0.0330034,0.0130004,-2.21651e-11,0.0130004,294.137,0.0361959,0.856689,0,0.0278694,0.0620589,0.0397668,0.0284305,0.00646512,0.0160687,0.0177256,0.000485427,0.000421707,6.36062e-06,0.000294671,0.000611301,0,0.197826,0.00817388,0.159588,0.0268673,0.00319761,0.0269486,0.0669795,0.073886,0.00202341,0.0017578,2.6513e-05,0.00122828,0.00254809,0,0.824601,true
1107,16,0.0331194,0.0001206,0.329988,0.1,0.0329988,0.00786421,-4.41035e-11,0.00786421,294.116,0.0311263,0.855469,0,0.0278734,0.0622321,0.0397684,0.0283953,0.00646547,0.0161439,0.0177259,0.000485043,0.000418759,6.28665e-06,0.000291287,0.000608134,0,0.199056,0.00817662,0.160817,0.0268694,0.00319197,0.0268054,0.0669317,0.0734905,0.00201096,0.00173615,2.60641e-05,0.00120766,0.00252129,0,0.825273,true
1108,16,0.0331264,0.000120051,0.330063,0.1,0.0330064,0.0118437,8.62032e-11,0.0118437,294.15,0.0219676,0.856445,0,0.0278686,0.062085,0.0397672,0.0284039,0.00646492,0.0160622,0.0177257,0.000484155,0.000419104,6.271e-06,0.000292904,0.000606368,0,0.19804,0.00817345,0.159806,0.0268681,0.00319196,0.0269258,0.0668977,0.073826,0.00201646,0.00174553,2.61182e-05,0.00121992,0.00252547,0,0.824818,true
1109,16,0.0331254,0.000120383,0.330051,0.1,0.0330051,0.0090933,-6.77539e-11,0.0090933,294.144,0.0152377,0.855957,0,0.0278703,0.062174,0.039768,0.0283812,0.00646505,0.016096,0.0177259,0.000483649,0.000417042,6.21544e-06,0.000290843,0.000603581,0,0.198678,0.00817461,0.160446,0.0268691,0.00318802,0.026852,0.0668532,0.0736229,0.00200879,0.00173215,2.58153e-05,0.00120799,0.00250692,0,0.825191,true
1110,16,0.0331296,0.000120164,0.330095,0.1,0.0330095,0.010562,-6.641e-11,0.010562,294.164,0.00681773,0.856323,0,0.027868,0.0621153,0.0397674,0.0283785,0.00646476,0.0160575,0.0177258,0.000482925,0.000416481,6.1868e-06,0.000291084,0.000601441,0,0.198281,0.00817309,0.160053,0.0268687,0.00318663,0.0268998,0.0668153,0.0737571,0.00200945,0.00173298,2.57432e-05,0.0012112,0.00250259,0,0.825046,true
1111,16,0.0331319,0.000120168,0.330117,0.1,0.0330117,0.0103172,-5.25513e-11,0.0103172,294.174,0.00499865,0.856323,0,0.0278674,0.0621169,0.0397674,0.0283682,0.00646465,0.0160484,0.0177259,0.000482304,0.00041532,6.14913e-06,0.000290394,0.000599043,0,0.198304,0.00817267,0.160079,0.0268688,0.00318432,0.0268984,0.0667747,0.0737545,0.00200679,0.00172808,2.55855e-05,0.00120828,0.00249252,0,0.825112,true
1112,16,0.0331335,0.000120247,0.330133,0.1,0.0330133,0.00950093,-5.89254e-12,0.00950093,294.181,0.0106951,0.856201,0,0.0278672,0.0621383,0.0397678,0.0283558,0.00646459,0.0160489,0.0177259,0.000481722,0.000413964,6.10904e-06,0.000289399,0.00059657,0,0.198466,0.0081726,0.160242,0.0268692,0.00318174,0.0268805,0.0667331,0.0737065,0.00200306,0.00172131,2.54021e-05,0.00120335,0.00248061,0,0.825247,true
1113,16,0.0331384,0.000119982,0.330184,0.1,0.0330184,0.0113309,2.54471e-11,0.0113309,294.204,0.0151065,0.856689,0,0.0278646,0.0620675,0.0397674,0.0283545,0.00646425,0.0160046,0.0177259,0.000481012,0.000413526,6.0841e-06,0.000289831,0.000594494,0,0.197984,0.00817085,0.159764,0.0268686,0.00318056,0.0269384,0.0666958,0.0738688,0.00200452,0.00172328,2.53542e-05,0.00120781,0.00247743,0,0.825058,true
1114,16,0.033138,0.000120299,0.330177,0.1,0.0330177,0.00866645,-9.94881e-11,0.00866645,294.2,0.0216039,0.856079,0,0.0278662,0.0621531,0.0397681,0.0283342,0.00646437,0.0160363,0.0177259,0.000480542,0.000411551,6.03443e-06,0.000287852,0.000591762,0,0.198595,0.00817196,0.160376,0.0268696,0.00317703,0.0268678,0.0666514,0.0736743,0.00199727,0.00171053,2.50809e-05,0.0011964,0.00245954,0,0.825418,true
1115,16,0.0331449,0.000119821,0.330251,0.1,0.0330251,0.0121635,-5.88426e-11,0.0121635,294.234,0.0252317,0.857056,0,0.027862,0.062025,0.0397671,0.0283388,0.00646389,0.0159641,0.0177258,0.000479769,0.000411679,6.01792e-06,0.000289174,0.000589936,0,0.197712,0.00816919,0.159497,0.0268685,0.00317653,0.0269731,0.0666166,0.0739679,0.00200202,0.00171789,2.51121e-05,0.00120669,0.00246174,0,0.825028,true
1116,16,0.0331428,0.000120332,0.330225,0.1,0.0330225,0.00798677,-1.84166e-10,0.00798677,294.222,0.0309449,0.855469,0,0.0278651,0.0621625,0.0397682,0.0283123,0.00646415,0.0160208,0.017726,0.000479387,0.000409217,5.96081e-06,0.000286403,0.000587004,0,0.198684,0.00817123,0.160471,0.0268701,0.00317225,0.0268597,0.0665696,0.0736549,0.00199194,0.00170037,2.47683e-05,0.00119006,0.00243911,0,0.82557,true
1117,16,0.0331515,0.000119678,0.330318,0.1,0.0330318,0.0128714,1.97193e-11,0.0128714,294.263,0.0338928,0.857666,0,0.0278597,0.0619872,0.0397669,0.0283214,0.00646356,0.015926,0.0177259,0.00047857,0.000409801,5.95104e-06,0.000288454,0.000585382,0,0.197472,0.00816759,0.159263,0.0268685,0.0031722,0.027004,0.066537,0.0740567,0.00199941,0.0017121,2.48628e-05,0.00120513,0.00244566,0,0.825016,true
1118,16,0.0331478,0.000120349,0.330275,0.1,0.0330275,0.00741506,8.53206e-12,0.00741506,294.244,0.0389714,0.855347,0,0.0278638,0.0621679,0.0397685,0.0282901,0.00646392,0.0160036,0.0177261,0.000478251,0.000406939,5.88924e-06,0.000285022,0.00058229,0,0.198746,0.00817047,0.160537,0.0268705,0.00316733,0.026855,0.0664885,0.0736449,0.00198694,0.00169067,2.44674e-05,0.00118415,0.00241918,0,0.825707,true
1119,16,0.033158,0.000119548,0.330384,0.1,0.0330384,0.0134671,-2.69764e-11,0.0134671,294.293,0.0412256,0.85791,0,0.0278573,0.0619527,0.0397669,0.0283032,0.00646321,0.0158898,0.0177259,0.000477406,0.000407888,5.88586e-06,0.000287676,0.000580834,0,0.197258,0.00816612,0.159055,0.0268686,0.00316773,0.0270318,0.0664578,0.0741369,0.00199671,0.00170596,2.46171e-05,0.00120318,0.00242929,0,0.825013,true
1120,16,0.033153,0.000120348,0.330327,0.1,0.0330327,0.00696242,1.01602e-11,0.00696242,294.267,0.0452827,0.855225,0,0.0278625,0.0621681,0.0397685,0.0282687,0.00646368,0.0159843,0.0177262,0.000477136,0.00040471,5.82199e-06,0.000283714,0.000577619,0,0.198772,0.0081696,0.16057,0.0268708,0.00316245,0.0268542,0.0664086,0.0736456,0.00198232,0.00168142,2.41882e-05,0.00117873,0.00239979,0,0.825824,true
1121,16,0.0331641,0.000119442,0.330447,0.1,0.0330447,0.013867,-2.79507e-11,0.013867,294.321,0.045955,0.858032,0,0.0278552,0.061924,0.0397668,0.0282848,0.00646291,0.015857,0.0177259,0.000476283,0.000405905,5.82389e-06,0.000286796,0.000576276,0,0.197087,0.00816476,0.158889,0.0268687,0.00316328,0.0270547,0.0663795,0.0742033,0.00199379,0.00169918,2.43797e-05,0.00120057,0.00241238,0,0.825034,true
1122,16,0.0331584,0.000120304,0.330381,0.1,0.0330381,0.00681549,4.02603e-11,0.00681549,294.291,0.0475306,0.855103,0,0.0278609,0.0621562,0.0397686,0.0282496,0.00646341,0.0159596,0.0177262,0.000476041,0.000402581,5.76076e-06,0.000282571,0.000573013,0,0.198718,0.00816857,0.160521,0.0268711,0.00315793,0.0268628,0.0663305,0.0736726,0.00197849,0.00167318,2.39425e-05,0.0011744,0.00238152,0,0.825902,true
1123,16,0.0331693,0.000119387,0.330499,0.1,0.0330499,0.0138266,1.10316e-10,0.0138266,294.344,0.0451154,0.85791,0,0.0278536,0.0619089,0.0397669,0.028266,0.00646265,0.0158312,0.0177259,0.000475214,0.000403772,5.7637e-06,0.000285686,0.000571681,0,0.197011,0.00816372,0.15882,0.0268688,0.00315885,0.027066,0.0663024,0.0742374,0.00199023,0.00169103,2.41388e-05,0.00119647,0.00239424,0,0.825098,true
1124,16,0.0331638,0.000120191,0.330436,0.1,0.0330436,0.0071781,-4.10265e-11,0.0071781,294.316,0.0428766,0.855469,0,0.0278587,0.0621255,0.0397683,0.0282333,0.00646311,0.0159266,0.0177262,0.000474965,0.000400608,5.70479e-06,0.000281696,0.000568502,0,0.198536,0.00816725,0.160343,0.026871,0.00315389,0.0268867,0.066255,0.0737416,0.00197587,0.00166654,2.37321e-05,0.00117186,0.00236498,0,0.825914,true
1125,16,0.0331733,0.000119404,0.330539,0.1,0.0330539,0.0131809,-5.33718e-11,0.0131809,294.362,0.0366145,0.857666,0,0.0278525,0.0619125,0.039767,0.0282453,0.00646242,0.0158153,0.0177259,0.000474208,0.000401446,5.70275e-06,0.000284267,0.000567032,0,0.197071,0.00816301,0.158885,0.0268692,0.00315426,0.0270612,0.0662261,0.0742269,0.00198573,0.00168104,2.38801e-05,0.00119036,0.00237443,0,0.825231,true
1126,16,0.0331696,0.000120006,0.330496,0.1,0.0330495,0.00810704,-5.29007e-11,0.00810704,294.342,0.0306753,0.855713,0,0.0278562,0.0620745,0.0397682,0.0282185,0.00646276,0.0158843,0.0177261,0.000473904,0.000398808,5.65211e-06,0.000281114,0.000564088,0,0.198216,0.00816556,0.160029,0.0268708,0.00315,0.0269268,0.0661814,0.0738551,0.0019745,0.00166162,2.35492e-05,0.00117125,0.00235025,0,0.825856,true
1127,16,0.0331765,0.000119484,0.33057,0.1,0.033057,0.0120137,-2.43328e-11,0.0120137,294.376,0.0215719,0.857422,0,0.0278518,0.061933,0.0397673,0.0282223,0.00646227,0.0158077,0.017726,0.000473247,0.000398975,5.64038e-06,0.000282592,0.000562341,0,0.197249,0.00816263,0.159068,0.0268696,0.00314931,0.0270424,0.0661498,0.0741773,0.00198038,0.00166957,2.36031e-05,0.00118255,0.00235321,0,0.825421,true
1128,16,0.0331758,0.000119777,0.330561,0.1,0.0330561,0.00939787,-3.48233e-11,0.00939787,294.371,0.0139892,0.856201,0,0.0278533,0.0620119,0.0397679,0.028204,0.00646235,0.0158366,0.0177261,0.000472856,0.000397129,5.60133e-06,0.000280722,0.000559747,0,0.197813,0.00816367,0.159633,0.0268704,0.00314604,0.0269766,0.0661086,0.0739966,0.00197391,0.00165779,2.33824e-05,0.00117185,0.00233663,0,0.825756,true
1129,16,0.0331798,0.000119587,0.330603,0.1,0.0330603,0.0106571,1.71544e-10,0.0106571,294.39,0.00570217,0.856689,0,0.0278514,0.0619603,0.0397676,0.0281987,0.00646211,0.015803,0.0177261,0.000472321,0.000396479,5.579e-06,0.000280839,0.000557663,0,0.19747,0.00816235,0.159293,0.0268702,0.0031443,0.0270185,0.0660731,0.0741137,0.0019748,0.0016577,2.33261e-05,0.0011742,0.00233162,0,0.825632,true
1130,16,0.0331826,0.000119549,0.33063,0.1,0.033063,0.0107034,3.09274e-11,0.0107034,294.402,0.00606392,0.856689,0,0.0278505,0.0619495,0.0397675,0.0281894,0.00646197,0.0157889,0.0177261,0.00047184,0.000395461,5.5523e-06,0.000280337,0.000555428,0,0.197411,0.0081618,0.159237,0.0268703,0.00314205,0.0270266,0.0660357,0.0741376,0.00197342,0.00165398,2.32219e-05,0.00117248,0.00232302,0,0.825654,true
1131,16,0.0331839,0.000119666,0.330642,0.1,0.0330642,0.0094891,7.42085e-11,0.0094891,294.408,0.0129016,0.855957,0,0.0278507,0.0619808,0.0397677,0.028176,0.00646194,0.015795,0.0177261,0.000471414,0.00039407,5.52148e-06,0.0002792,0.000553041,0,0.197645,0.00816197,0.159473,0.0268707,0.00313939,0.0269999,0.0659963,0.0740651,0.00196971,0.00164654,2.30704e-05,0.00116658,0.00231077,0,0.82582,true
1132,16,0.0331892,0.00011936,0.330699,0.1,0.0330699,0.0117006,1.04887e-10,0.0117006,294.433,0.0174495,0.856934,0,0.0278479,0.0618978,0.0397673,0.0281739,0.00646162,0.0157465,0.017726,0.000470867,0.000393707,5.50479e-06,0.000279798,0.000551095,0,0.197085,0.0081601,0.158917,0.0268701,0.00313801,0.0270678,0.0659621,0.0742545,0.00197247,0.00164924,2.30596e-05,0.00117208,0.00230854,0,0.82559,true
1133,16,0.0331886,0.000119688,0.330689,0.1,0.0330689,0.0087601,-8.56763e-11,0.0087601,294.428,0.0222854,0.855469,0,0.0278496,0.0619864,0.039768,0.0281563,0.00646175,0.0157799,0.0177261,0.000470521,0.000391815,5.4692e-06,0.000277797,0.000548508,0,0.197714,0.00816131,0.159548,0.0268709,0.00313496,0.0269941,0.0659209,0.0740512,0.00196561,0.00163682,2.28477e-05,0.0011605,0.0022914,0,0.825956,true
1134,16,0.0331953,0.00011923,0.330761,0.1,0.0330761,0.0122105,-1.74466e-11,0.0122105,294.46,0.0238602,0.857178,0,0.0278458,0.061862,0.0397672,0.0281581,0.00646131,0.0157119,0.017726,0.000469955,0.000391808,5.45805e-06,0.000279014,0.000546723,0,0.196868,0.00815872,0.158705,0.02687,0.00313407,0.0270959,0.0658889,0.074335,0.00197079,0.00164307,2.28887e-05,0.00117006,0.00229272,0,0.825579,true
1135,16,0.0331936,0.000119647,0.33074,0.1,0.033074,0.00852404,1.26038e-11,0.00852404,294.451,0.0255005,0.855469,0,0.0278482,0.0619747,0.039768,0.0281391,0.00646151,0.0157568,0.0177261,0.000469653,0.000389713,5.42116e-06,0.000276651,0.000544066,0,0.197665,0.00816034,0.159502,0.026871,0.00313098,0.0270023,0.0658471,0.0740767,0.00196266,0.00162859,2.26548e-05,0.00115611,0.00227363,0,0.826032,true
1136,16,0.0332006,0.000119157,0.330814,0.1,0.0330814,0.0122496,-6.04733e-11,0.0122496,294.484,0.0241572,0.857056,0,0.0278441,0.0618415,0.0397672,0.0281415,0.00646103,0.0156849,0.0177259,0.000469099,0.000389773,5.41099e-06,0.000277999,0.000542322,0,0.196759,0.00815761,0.158601,0.02687,0.00313016,0.0271113,0.065816,0.0743804,0.0019684,0.00163554,2.27052e-05,0.00116652,0.00227565,0,0.825625,true
1137,16,0.0331989,0.000119551,0.330794,0.1,0.0330794,0.00872874,-6.9314e-12,0.00872874,294.475,0.0229507,0.855713,0,0.0278463,0.0619482,0.0397679,0.0281233,0.00646121,0.0157269,0.0177261,0.000468803,0.000387749,5.37554e-06,0.000275735,0.00053971,0,0.197511,0.00815913,0.159354,0.0268709,0.00312719,0.0270227,0.0657748,0.0741358,0.00196068,0.00162169,2.24822e-05,0.00115321,0.00225723,0,0.826052,true
1138,16,0.0332051,0.000119135,0.330859,0.1,0.0330859,0.011867,-4.98284e-11,0.011867,294.504,0.0192487,0.857178,0,0.0278428,0.0618348,0.0397672,0.0281235,0.00646079,0.0156646,0.0177259,0.000468288,0.000387633,5.36319e-06,0.000276784,0.000537905,0,0.196743,0.00815676,0.15859,0.0268701,0.00312612,0.0271154,0.065743,0.0743942,0.00196537,0.00162686,2.25089e-05,0.00116164,0.00225754,0,0.825714,true
1139,16,0.0332045,0.000119417,0.33085,0.1,0.033085,0.00925313,-6.3177e-12,0.00925313,294.5,0.0161888,0.856323,0,0.0278442,0.0619111,0.0397678,0.028108,0.00646089,0.0156922,0.017726,0.000467971,0.000385887,5.33178e-06,0.000274985,0.000535422,0,0.197285,0.00815774,0.159132,0.0268708,0.00312341,0.0270519,0.0657035,0.074219,0.0019594,0.00161572,2.23243e-05,0.00115137,0.00224182,0,0.826036,true
1140,16,0.0332092,0.000119143,0.3309,0.1,0.03309,0.0112322,3.05685e-11,0.0112322,294.523,0.011472,0.857056,0,0.0278416,0.0618365,0.0397673,0.0281048,0.00646058,0.0156483,0.0177259,0.000467506,0.000385441,5.31598e-06,0.000275457,0.000533489,0,0.196784,0.00815604,0.158635,0.0268702,0.00312197,0.0271128,0.0656702,0.0743893,0.00196196,0.00161756,2.23093e-05,0.001156,0.00223887,0,0.825832,true
1141,16,0.0332101,0.000119267,0.330908,0.1,0.0330908,0.00990954,1.49575e-10,0.00990954,294.526,0.00815559,0.856689,0,0.0278419,0.0618705,0.0397675,0.0280928,0.00646057,0.0156556,0.0177259,0.000467154,0.000384075,5.29011e-06,0.000274306,0.000531177,0,0.197031,0.00815627,0.158884,0.0268706,0.00311961,0.0270844,0.0656324,0.0743116,0.00195843,0.00161014,2.21775e-05,0.00114996,0.00222683,0,0.826003,true
1142,16,0.0332133,0.000119155,0.330942,0.1,0.0330942,0.0105562,9.20828e-11,0.0105562,294.541,0.00489762,0.856934,0,0.0278405,0.0618398,0.0397673,0.0280862,0.00646037,0.0156325,0.0177259,0.000466746,0.00038326,5.27119e-06,0.000274125,0.000529102,0,0.196833,0.00815535,0.158689,0.0268705,0.00311783,0.0271091,0.0655975,0.0743815,0.00195857,0.00160824,2.2119e-05,0.00115029,0.00222022,0,0.825954,true
1143,16,0.0332158,0.000119124,0.330966,0.1,0.0330966,0.0105266,-5.74777e-11,0.0105266,294.552,0.00476962,0.857056,0,0.0278397,0.0618314,0.0397673,0.0280781,0.00646024,0.0156199,0.0177258,0.000466368,0.000382263,5.25083e-06,0.000273614,0.000526958,0,0.196787,0.0081548,0.158647,0.0268705,0.00311593,0.0271156,0.0655616,0.0744008,0.00195749,0.00160447,2.20394e-05,0.00114844,0.0022118,0,0.825977,true
1144,16,0.0332176,0.000119153,0.330985,0.1,0.0330985,0.00998844,-3.45551e-11,0.00998844,294.56,0.00723424,0.856934,0,0.0278393,0.0618396,0.0397674,0.028069,0.00646016,0.0156151,0.0177259,0.000466012,0.000381129,5.22954e-06,0.000272858,0.000524762,0,0.196856,0.00815457,0.158717,0.0268705,0.00311396,0.0271086,0.0655252,0.0743825,0.00195551,0.00159932,2.19445e-05,0.00114498,0.00220204,0,0.82606,true
1145,16,0.0332213,0.000118995,0.331023,0.1,0.0331023,0.0110259,-1.0522e-10,0.0110259,294.577,0.0092538,0.857056,0,0.0278376,0.0617962,0.0397671,0.0280639,0.00645994,0.0155862,0.0177258,0.000465617,0.000380425,5.21334e-06,0.000272869,0.000522754,0,0.19657,0.0081534,0.158434,0.0268702,0.00311242,0.0271438,0.0654912,0.0744815,0.00195646,0.0015985,2.19058e-05,0.00114656,0.00219654,0,0.825962,true
1146,16,0.0332221,0.000119135,0.33103,0.1,0.033103,0.00954687,1.07702e-10,0.00954687,294.58,0.012333,0.857056,0,0.0278379,0.0618344,0.0397672,0.0280529,0.00645993,0.0155957,0.0177259,0.000465307,0.00037905,5.19011e-06,0.000271663,0.00052047,0,0.196847,0.00815371,0.158713,0.0268705,0.00311035,0.0271118,0.0654538,0.074394,0.00195285,0.00159084,2.17824e-05,0.00114015,0.00218437,0,0.826152,true
1147,16,0.0332268,0.000118878,0.331079,0.1,0.0331079,0.0114173,-8.02006e-11,0.0114173,294.602,0.0141884,0.857056,0,0.0278355,0.0617642,0.0397668,0.0280501,0.00645963,0.0155542,0.0177257,0.000464906,0.000378568,5.17662e-06,0.000272078,0.000518571,0,0.196377,0.00815209,0.158244,0.02687,0.00310906,0.0271692,0.0654212,0.0745545,0.0019554,0.00159226,2.17729e-05,0.00114436,0.00218111,0,0.825962,true
1148,16,0.0332267,0.00011911,0.331075,0.1,0.0331075,0.00915051,-4.7004e-11,0.00915051,294.6,0.0172312,0.856567,0,0.0278365,0.0618277,0.0397671,0.0280376,0.00645968,0.0155755,0.0177258,0.000464633,0.000376999,5.15167e-06,0.000270503,0.000516216,0,0.196825,0.00815284,0.158695,0.0268706,0.0031069,0.0271165,0.065383,0.0744094,0.00195044,0.00158257,2.16257e-05,0.00113552,0.00216698,0,0.826232,true
1149,16,0.0332322,0.000118761,0.331134,0.1,0.0331134,0.0118046,1.29758e-10,0.0118046,294.627,0.0193319,0.8573,0,0.0278335,0.0617322,0.0397665,0.0280365,0.00645933,0.0155224,0.0177257,0.000464226,0.000376722,5.14034e-06,0.000271292,0.000514418,0,0.196182,0.00815076,0.158057,0.0268697,0.00310576,0.0271947,0.0653516,0.0746274,0.00195445,0.00158605,2.16415e-05,0.00114218,0.00216577,0,0.825954,true
1150,16,0.0332312,0.00011909,0.331121,0.1,0.0331121,0.00870435,-5.61756e-11,0.00870435,294.621,0.0229681,0.856323,0,0.0278352,0.0618221,0.0397672,0.0280221,0.00645945,0.0155562,0.0177257,0.000463983,0.000374956,5.11376e-06,0.00026933,0.000511993,0,0.196813,0.008152,0.158688,0.0268705,0.00310344,0.02712,0.0653126,0.0744214,0.00194803,0.00157425,2.14701e-05,0.00113078,0.00214961,0,0.826321,true
1151,16,0.0332378,0.000118632,0.331192,0.1,0.0331192,0.0123021,-6.26535e-11,0.0123021,294.652,0.0262337,0.85791,0,0.0278313,0.0616968,0.0397662,0.0280229,0.00645901,0.0154892,0.0177255,0.000463564,0.000374921,5.10519e-06,0.000270568,0.000510312,0,0.195966,0.00814941,0.157845,0.0268695,0.00310244,0.0272229,0.0652826,0.0747081,0.00195379,0.00158018,2.15169e-05,0.00114037,0.00215082,0,0.825941,true
1152,16,0.0332356,0.000119097,0.331165,0.1,0.0331165,0.0080222,3.68548e-11,0.0080222,294.64,0.0317806,0.856445,0,0.0278342,0.0618239,0.0397669,0.0280064,0.00645924,0.0155403,0.0177256,0.000463359,0.000372877,5.07679e-06,0.00026806,0.000507779,0,0.196853,0.00815124,0.15873,0.0268705,0.0031,0.0271175,0.065242,0.0744166,0.0019453,0.00156543,2.13136e-05,0.00112538,0.00213178,0,0.826436,true
1153,16,0.0332442,0.000118466,0.331257,0.1,0.0331257,0.0131224,5.39553e-11,0.0131224,294.681,0.0378754,0.858276,0,0.027829,0.0616511,0.0397661,0.0280098,0.00645869,0.0154513,0.0177255,0.000462908,0.000373217,5.07247e-06,0.000270003,0.000506276,0,0.195679,0.00814785,0.157564,0.0268691,0.00309911,0.0272596,0.0652141,0.0748122,0.00195375,0.0015752,2.14089e-05,0.00113958,0.0021368,0,0.825886,true
1154,16,0.0332399,0.000119164,0.331208,0.1,0.0331208,0.00683359,3.25261e-11,0.00683359,294.659,0.0475173,0.856567,0,0.0278333,0.0618422,0.039767,0.02799,0.00645906,0.0155319,0.0177256,0.000462764,0.000370699,5.04084e-06,0.000266565,0.000503543,0,0.197002,0.0081508,0.158884,0.0268706,0.00309649,0.0271017,0.0651704,0.0743751,0.00194172,0.00155542,2.11509e-05,0.00111848,0.00211282,0,0.826604,true
1155,16,0.0332523,0.000118223,0.331341,0.1,0.0331341,0.0146369,4.28137e-11,0.0146369,294.719,0.0588575,0.858887,0,0.0278259,0.0615846,0.0397657,0.0279993,0.00645831,0.0154035,0.0177253,0.000462261,0.000371705,5.04371e-06,0.000269772,0.000502347,0,0.195248,0.00814591,0.157137,0.0268686,0.00309616,0.0273141,0.0651457,0.0749654,0.00195504,0.00157205,2.13313e-05,0.00114095,0.00212457,0,0.825761,true
